,periodical_category,periodical_href,periodical_title,file_url,file,year,pages_N,tokens_N,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Highest_Topic
0,samizdat,/cs/periodika/ps-psi,Ψ [Psí],https://files.scriptum.cz/scriptum/%5Bnode%5D/psi_1986_2_vina_ocr.pdf,psi_1986_2_vina_ocr.txt,1986.0,36,24524,0.2928794112286175,0.20026822587997367,1.7795028369671002,1.1531595154025556,1.774511075831168,1.4518819908990404,1.7015091195186245,1.1462955287215024,0.8957105224524289,-0.8637851954940678,Topic_2
1,samizdat,/cs/periodika/ps-psi,Ψ [Psí],https://files.scriptum.cz/scriptum/%5Bnode%5D/psi_1987_3_freud-a-psychoanalyza_ocr.pdf,psi_1987_3_freud-a-psychoanalyza_ocr.txt,1987.0,42,21575,0.25698681584916405,-0.6601304714538604,1.0453851134606114,1.2694485726225775,1.4962775104318087,1.6858863641201345,1.4402848579030352,1.4297170228201332,1.2260422448718982,-1.103824578502432,Topic_5
2,samizdat,/cs/periodika/ps-psi,Ψ [Psí],https://files.scriptum.cz/scriptum/%5Bnode%5D/psi_1988_4_sluzba-zivotu_rok-blahoslavene-anezky_ocr.pdf,psi_1988_4_sluzba-zivotu_rok-blahoslavene-anezky_ocr.txt,1988.0,25,14764,0.7209295605400637,-0.592835278821857,0.10970441901679909,1.3492442209917457,1.93814932845858,0.8637023461253437,1.0584766233428293,0.08558491927538625,1.2160209899282717,-1.0472586536895694,Topic_4
3,samizdat,/cs/periodika/ps-psi,Ψ [Psí],https://files.scriptum.cz/scriptum/%5Bnode%5D/psi_1989_5_vira-v-modernim-svete_ocr.pdf,psi_1989_5_vira-v-modernim-svete_ocr.txt,1989.0,36,23867,0.6758191864996055,-0.3775827870162608,0.20328761981779905,1.2519425232477883,1.7165065755770579,1.8762350218575827,0.8379967133194964,0.16196705163431369,1.432486577687027,-0.6713486289040956,Topic_5
4,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1976_r01_01-02_ocr.pdf,acta-incognitorum_1976_r01_01-02_ocr.txt,1976.0,225,60128,-0.4137375319400153,0.043210266698505966,0.11147453159319666,-0.24384874045423569,0.7298021405071443,1.3608790733613114,0.3467261500100741,2.044641894181732,0.5252277708917372,-0.6250700779476339,Topic_7
5,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_02_1976_01-02_ocr.pdf,acta-incognitorum_02_1976_01-02_ocr.txt,1976.0,236,60814,0.2988717924851646,0.056019830042531776,1.4844555534554829,-1.2428585009275896,-0.2666014501315987,1.0740531092096566,0.5554560876084084,1.3060983205909824,0.9306040616637297,-1.0676638598692691,Topic_2
6,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1976-77_r02_03-04_ocr.pdf,acta-incognitorum_1976-77_r02_03-04_ocr.txt,1976.0,266,65411,-0.8494616375208018,0.7967303133461655,2.75342521090716,0.56566886863463,1.3009702362709177,0.6016036468718894,1.3324444852829371,1.9673408537455703,-0.24954871817335292,-0.8904597428827392,Topic_2
7,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1976-77_r02_05-07_ocr.pdf,acta-incognitorum_1976-77_r02_05-07_ocr.txt,1976.0,423,106699,0.2970656584731395,0.046083427228713114,1.4871095137470856,0.11497223344754526,1.31741096693207,-0.3704998172219945,-0.39982959153513126,1.5975505017191298,0.5436114415587177,-1.0869257067477716,Topic_7
8,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1976-77_r02_08-10_ocr.pdf,acta-incognitorum_1976-77_r02_08-10_ocr.txt,1976.0,368,93313,-0.45646855093726235,1.2246871365052934,1.1482121554901445,-0.8144310538379541,-0.23933239972021358,0.3172788981055528,-2.1710991667748796,-1.106393762880167,0.4175569579789735,0.6496618669292139,Topic_1
9,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1976-77_r02_11_ocr.pdf,acta-incognitorum_1976-77_r02_11_ocr.txt,1976.0,272,74382,-0.2827188306766867,0.12181895801380203,2.26380271512781,0.7622416681554172,0.5383382617882939,1.8184514212027205,0.8725723108369362,1.3513539197907303,1.3587817169330383,-1.0138323238667486,Topic_2
10,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1977-78_r03_01-04_ocr.pdf,acta-incognitorum_1977-78_r03_01-04_ocr.txt,1977.0,361,102054,0.3181359466083814,-0.27384672748245453,3.205561720443096,0.023751944531800462,-0.09070271377285707,1.1761992264654693,0.20665216329076586,0.026390884591011986,0.6869576301376159,-0.33857765700531983,Topic_2
11,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1978_r03_05-07_ocr.pdf,acta-incognitorum_1978_r03_05-07_ocr.txt,1978.0,238,71143,0.31272602496844126,-0.03468522469498861,2.175065972099662,-0.5092860840775828,0.3117813429053775,0.7040481734393801,-0.8792807356535168,0.32852433270454157,0.4240110196834632,-0.5700979988900994,Topic_2
12,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1977-78_r03_08-10_ocr.pdf,acta-incognitorum_1977-78_r03_08-10_ocr.txt,1977.0,298,90137,-0.4791544953083587,0.48865390619621035,2.1069976597155318,1.359356315634084,1.504893275093361,1.8549430609040636,2.240987486912922,2.8563831106860444,0.08409564605568572,-0.8991721596093414,Topic_7
13,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1978-79_r04_01-05_ocr.pdf,acta-incognitorum_1978-79_r04_01-05_ocr.txt,1978.0,503,150687,-0.31579393153084057,0.6488003090102541,1.9415148795898183,0.44685765005354205,1.481398420316662,0.21186130616484916,1.4269675516257552,0.9132513358789441,-0.2417975184487997,0.2262133496379831,Topic_2
14,samizdat,/cs/periodika/acta-incognitorum-eruditorum,Acta incognitorum eruditorum,https://files.scriptum.cz/scriptum/acta-incognitorum-eruditorum/acta-incognitorum_1978-79_r04_06-10_ocr.pdf,acta-incognitorum_1978-79_r04_06-10_ocr.txt,1978.0,493,159647,-0.27214320909053186,0.41333961799407526,1.698472074737873,0.20211993645996568,1.0059733471433376,1.037993380639906,-0.359842933427851,0.9081535639969399,-0.18236570410599304,1.268462649957469,Topic_2
